authorId,authorName
A1064,Chuan Wu
A1065,Chuan-Min Zhai
A1066,Chuan-Yen Chiang
A1067,Chuang Lin
A1068,Chuen-Tsai Sun
A1069,Chulhong Min
A1070,Chun Zhang
A1071,Chung-Ming Huang
A1072,Chung-Ta King
A1073,Chung-Yang Hsieh
A1074,Chung-Yi Weng
A1075,Chung-chieh Shan
A1076,Chungang Yan
A1077,Chunglae Cho
A1078,Chunguo Li
A1079,Chunhong Mao
A1080,Chunhua Shen
A1081,Chunlei Lin
A1082,Chunlong He
A1083,Chunming Zhao
A1084,Chunqiang Tang
A1085,Chunrong Li
A1086,Chunsheng Xin
A1087,Chunxia Wang
A1088,Chunyan Feng
A1089,Chunyan Miao
A1090,Chuohao Yeo
A1091,Ciprian Chelba
A1092,Ciprian Dobre
A1093,Claire Cardie
A1094,Claire Chen
A1095,Claire Grover
A1096,Claude Petitpierre
A1097,Claudia Canali
A1098,Claudia Krebs
A1099,Claudia Pahl-Wostl
A1100,Claudia Roncancio
A1101,Claudine Habak
A1102,Claudio Esperança
A1103,Claudio Ettore Casetti
A1104,Claudio Gentile
A1105,Claudio Rossi
A1106,Claudio V. Russo
A1107,Claudiu Cobârzan
A1108,Claus Lenz
A1109,Clayton S. Ferner
A1110,Clemens Kupke
A1111,Clement Fredembach
A1112,Colette Johnen
A1113,Colin Atkinson
A1114,Colin B. Macdonald
A1115,Colin Cherry
A1116,Colin Dixon
A1117,Colin Enticott
A1118,Colin Perkins
A1119,Cong Ling
A1120,Cong Sun
A1121,Constantine Dovrolis
A1122,Constantino Vázquez Blanco
A1123,Constantinos Daskalakis
A1124,Constantinos Lalos
A1125,Constantinos Maglaras
A1126,Cordelia Schmid
A1127,Corina S. Pasareanu
A1128,Corinne Jola
A1129,Costas Panagiotakis
A1130,Costin Iancu
A1131,Cristian Borcea
A1132,Cristian Riveros
A1133,Cristiane Queiroz
A1134,Cristiano Castellano
A1135,Cristina Bazgan
A1136,Cristina Nita-Rotaru
A1137,Cristina Parraga Niebla
A1138,Cristina Satizábal
A1139,Csaba Osztrogon´c
A1140,Csaba Szepesvári
A1141,Cuizhu Shi
A1142,Curt H. Davis
A1143,Curt Schurgers
A1144,Cynthia Villalba
A1145,Cyril Labbé
A1146,Cyrus Shahabi
A1147,Cédric Fournet
A1148,César Pablo
A1149,D. Divsalar
A1150,D. Ross Jeffery
A1151,D. Roubos
A1152,D. S. Guru
A1153,D. Steven Mackey
A1154,D. Tuninettiy
A1155,D. Van Compernolle
A1156,D.-H. Tina Huang
A1157,D.A. van Leeuwen
A1158,D.H. Hoekman
A1159,D.M. Arenas Gonzalez
A1160,Da Teng
A1161,Da-Cheng Lee
A1162,Da-ke He
A1163,Daan Pareit
A1164,Dacheng Tao
A1165,Dacheng Yang
A1166,Dae-Ig Chang
A1167,Dae-Son Kim
A1168,Dae-sung Kim
A1169,DaeYoub Kim
A1170,Daesik Hong
A1171,Daesun Oh
A1172,Dag Roar Hjelme
A1173,Dah-Ming Chiu
A1174,Dahua Lin
A1175,Dai Mochinaga
A1176,Dai-Yi Wang
A1177,Daisuke Masano
A1178,Dale E. Hocevar
A1179,Dale Schuurmans
A1180,Dalei Wu
A1181,Dallin S. Durfee
A1182,Damiano Carra
A1183,Damianos Gavalas
A1184,Damien M. de Vienne
A1185,Damien Saucez
A1186,Damián Segrelles
A1187,Damon Mosk-Aoyama
A1188,Damon Wischik
A1189,Dan Goodman
A1190,Dan Hao
A1191,Dan Jiang
A1192,Dan Jurca
A1193,Dan Li
A1194,Dan O. Popa
A1195,Dan P. Baumberger
A1196,Dan Roth
A1197,Dan Suciu
A1198,Dan Wang
A1199,Dan Wu
A1200,Dana H. Ballard
A1201,Danh Le-Phuoc
A1202,Daniel Becker
A1203,Daniel Boley
A1204,Daniel Coca
A1205,Daniel Cremers
A1206,Daniel E. Sullivan
A1207,Daniel Gatica-Perez
A1208,Daniel Gildea
A1209,Daniel Heckenberg
A1210,Daniel Higuero
A1211,Daniel J. Abadi
A1212,Daniel J. Burns
A1213,Daniel J. Costello
A1214,Daniel J. Lizotte
A1215,Daniel Kressner
A1216,Daniel M. Cer
A1217,Daniel Meyer
A1218,Daniel Micol
A1219,Daniel Morató
A1220,Daniel Méndez Fernández
A1221,Daniel N. Klein
A1222,Daniel P. Spooner
A1223,Daniel Polani
A1224,Daniel Povey
A1225,Daniel S. Katz
A1226,Daniel Simon
A1227,Daniel Thalmann
A1228,Daniel Vlasic
A1229,Daniel Warneke
A1230,Daniel Weiskopf
A1231,Daniel Zappala
A1232,Daniela Rosu
A1233,Daniela Tuninetti
A1234,Daniele Micciancio
A1235,Daniele Veronesi
A1236,Danilo Ardagna
A1237,Danilo Medeiros Eler
A1238,Danmei Chen
A1239,Dannon Baker
A1240,Danwei Wang
A1241,Daoxu Chen
A1242,Dapei Shao
A1243,Dapeng Liu
A1244,Dario Pompili
A1245,Dariu M. Gavrila
A1246,Dariush Divsalar
A1247,Dariusz R. Kowalski
A1248,Darko Anicic
A1249,Darnes Vilariño
A1250,Darrell Elton
A1251,Darren Butler
A1252,Darren Shakib
A1253,Datchakorn Tancharoen
A1254,David A. Forsyth
A1255,David Aaron
A1256,David Abramson
A1257,David Ahlström
A1258,David B. Grayden
A1259,David Benedetti
A1260,David Binkley
A1261,David Burkett
A1262,David Burshtein
A1263,David Chiu
A1264,David Crisp
A1265,David D. Woods
A1266,David Declercq
A1267,David Dubbeldam
A1268,David E. Bernholdt
A1269,David E. Culler
A1270,David E. Shaw
A1271,David Eckhard
A1272,David Fernández Llorca
A1273,David Fofi
A1274,David G. Sullivan
A1275,David García-Soriano
A1276,David Gerónimo
A1277,David Griol
A1278,David Haccoun
A1279,David Hales
A1280,David Hausheer
A1281,David Hock
A1282,David Isaac Wolinsky
A1283,David J. C. MacKay
A1284,David J. Dorsey
A1285,David J. Gavaghan
A1286,David J. Kriegman
A1287,David J. Lilja
A1288,David J. Lillethun
A1289,David Jiang
A1290,David K. Y. Yau
A1291,David L. Milliner
A1292,David M. Booth
A1293,David M. Rider
A1294,David Mark Russell
A1295,David McClosky
A1296,David Pinto
A1297,David R. Choffnes
A1298,David R. Lester
A1299,David R. O'Hallaron
A1300,David Roethlisberger
A1301,David S. H. Rosenthal
A1302,David S. Watkins
A1303,David Suter
A1304,David Swasey
A1305,David Tarditi
A1306,David Temperley
A1307,David W. Nellans
A1308,David Xiao
A1309,David Zage
A1310,David Zuckerman
A1311,Davide Frey
A1312,Davide Pozza
A1313,Davide Vercelli
A1314,Dawei Huang
A1315,Dawn Lawrie
A1316,Dawson R. Engler
A1317,Dayong Wang
A1318,Dayou Liu
A1319,Dazhi He
A1320,Dazhi Huang
A1321,Dean Truong
A1322,Deb Roy
A1323,Debmalya Panigrahi
A1324,Deborah A. Wallach
A1325,Deborah Estrin
A1326,Dechun Sun
A1327,Declan Kieran
A1328,Deepak S. Turaga
A1329,Deepak Sridhara
A1330,Deepak Srinivasan
A1331,Deepaksrivats Thirumalai
A1332,Deepthi Valaparla
A1333,Dehong Gao
A1334,Deirdre R. Meldrum
A1335,Dejan Kostic
A1336,Dejan Milenovic
A1337,Dejan Vukobratovic
A1338,Dekang Lin
A1339,Del Giudice
A1340,Delin Chu
A1341,Demetris Antoniades
A1342,Denis Debarbieux
A1343,Denis M. O'Brien
A1344,Denis Pellerin
A1345,Denis Steinemann
A1346,Denis Verdon
A1347,Deniz Günduz
A1348,Deniz Yuret
A1349,Dennis Goeckel
A1350,Dennis Herzog
A1351,Dennis Koelma
A1352,Dennis L. Helder
A1353,Denys Poshyvanyk
A1354,Depei Qian
A1355,Der-Feng Tseng
A1356,Derek Griffith
A1357,Derek Kingston
A1358,Deryl Snyder
A1359,Desislava C. Dimitrova
A1360,Desmond Germans
A1361,Despoina Magka
A1362,Det Buaklee
A1363,Devavrat Shah
A1364,Devendra Modium
A1365,Dhanya Devarajan
A1366,Dharmender Singh Kushwaha
A1367,Dharmpal D. Doye
A1368,Di Wu
A1369,Diamantino Caseiro
A1370,Dian Gong
A1371,Diana Franklin
A1372,Diana Maamari
A1373,Diana McCarthy
A1374,Diba Mirza
A1375,Dick H. J. Epema
A1376,Dick van Albada
A1377,Dickson K. W. Chiu
A1378,Didier Dubois
A1379,Diego Borsetti
A1380,Diego Loaiza
A1381,Diego Perino
A1382,Dieter W. Fellner
A1383,Dijana Petrovska-Delacrétaz
A1384,Dileban Karunamoorthy
A1385,Dilek Kuccuk
A1386,Dima Alberg
A1387,Dimitri Kanevsky
A1388,Dimitrios Christopoulos
A1389,Dimitrios Dimitriadis
A1390,Dimitrios Gunopulos
A1391,Dimitrios I. Kosmopoulos
A1392,Dimitrios Kourtesis
A1393,Dimitrios Skraparlis
A1394,Dimitrios Tsoumakos
A1395,Dimitris N. Metaxas
A1396,Dimitris Paparas
A1397,Dimitry Gorinevsky
A1398,Dinan Gunawardena
A1399,Dinesh Babu Jayagopi
A1400,Dinesh Subhraveti
A1401,Dingcheng Yang
A1402,Dinh Q. Phung
A1403,Dirk Eilers
A1404,Dirk Habich
A1405,Dirk Heylen
A1406,Dirk Hovy
A1407,Dirk Staehle
A1408,Dit Yan Yeung
A1409,Dit-Yan Yeung
A1410,Divesh Srivastava
A1411,Divyakant Agrawal
A1412,Djamé Seddah
A1413,Djemel Ziou
A1414,Djordje Jevdjic
A1415,Dmitriy Dligach
A1416,Doe Hyun Yoon
A1417,Domenico Campolo
A1418,Dominic Richards
A1419,Dominic Wist
A1420,Dominik Jelsovka
A1421,Dominik Seethaler
A1422,Dominique Martinez
A1423,Don Gruenbacher
A1424,Don Syme
A1425,Donald A. Adjeroh
A1426,Donald C. Comeau
A1427,Donald Carney
A1428,Donald F. Towsley
A1429,Donald G. Bailey
A1430,Donald Geman
A1431,Donatella Darsena
A1432,Dong Huang
A1433,Dong L. Wu
A1434,Dong Lin
A1435,Dong Lu
A1436,Dong Seong Kim
A1437,Dong Xuan
A1438,Dong-In Kang
A1439,Dong-Jo Park
A1440,Dong-Joon Shin
A1441,Dong-Wan Choi
A1442,Dong-il Seo
A1443,DongHeon Jang
A1444,Dongdong Li
A1445,Donggang Liu
A1446,Donghong Ji
A1447,Donghui Wang
A1448,Dongjin Kim
A1449,Dongjoo Park
A1450,Donglai Zhu
A1451,Dongliang Xiao
A1452,Dongliang Xie
A1453,Dongman Lee
A1454,Dongmei Wang
A1455,Dongsoo Har
A1456,Dongwei Cao
A1457,Dongxia Zhang
A1458,Dongyan Xu
A1459,Dongyan Zhao
A1460,Donna Spruijt-Metz
A1461,Doo Hwan Bae
A1462,Dora Spenza
A1463,Dorian Minarolli
A1464,Dorian Petit
A1465,Dorin Comaniciu
A1466,Doris Kern
A1467,Doris L. Carver
A1468,Dorottya Vass
A1469,Doug Burger
A1470,Douglas Ayers
A1471,Douglas Chai
A1472,Douglas L. Brutlag
A1473,Douglas W. Vestal
A1474,Dragan Nesic
A1475,Dragos Niculescu
A1476,Dries Naudts
A1477,Driss Aboutajdine
A1478,Driss Matrouf
A1479,Drona Kandhai
A1480,Dror G. Feitelson
A1481,Du Tran
A1482,Du Zhang
A1483,"Du""an Teodorovic"
A1484,Duncan E. Jackson
A1485,Duncan G. Greer
A1486,Dung Manh Chu
A1487,Dung Viet Nguyen
A1488,Dusan Stevanovic
A1489,Dusit Niyato
A1490,Dustin Hillard
A1491,Dustin Lange
A1492,Duy-Dinh Le
A1493,Dzevdan Kapetanovic
A1494,E. Parvizi
A1495,E. Tomczak
A1496,Ebroul Izquierdo
A1497,Eckehard G. Steinbach
A1498,Ed Kaita
A1499,Edieal J. Pinker
A1500,Edilson de Aguiar
A1501,Edmond C. Prakash
A1502,Edouard Bugnion
A1503,Eduard H. Hovy
A1504,Eduardo Huedo
A1505,Eduardo Magaña
A1506,Eduardo Pinheiro
A1507,Edward A. Lee
A1508,Edward Grundy
A1509,Edward J. Coyle
A1510,Edward J. Delp
A1511,Edward Mazur
A1512,Edward Seidel
A1513,Edward W. Felten
A1514,Edwin Lewis-Kelham
A1515,Eemil Lagerspetz
A1516,Egemen Tanin
A1517,Ehsan Nekouei
A1518,Ehsan Tabatabaei Yazdi
A1519,Eiichi Taniguchi
A1520,Eiichiro Sumita
A1521,Eithan Ephrati
A1522,El Hassane Ibn Elhaj
A1523,Elahe Kani-Zabihi
A1524,Elder Cirilo
A1525,Elena Costa
A1526,Elena Mashkina
A1527,Elhocine Boutellaa
A1528,Elie El Khoury
A1529,Elin Johnsen
A1530,Elin K. Jacob
A1531,Elise Arnaud
A1532,Eliseo Ferrante
A1533,Elizabeth C. A. Smith
A1534,Elke A. Rundensteiner
A1535,Ellen Riloff
A1536,Elmar Juergens
A1537,Emalayan Vairavanathan
A1538,Emanoel Barreiros
A1539,Emanuel Melachrinoudis
A1540,Emanuele G. Fusco
A1541,Emanuele Ruffaldi
A1542,Emanuele Viterbo
A1543,Emery D. Berger
A1544,Emil Björnson
A1545,Emil Matus
A1546,Emilia I. Barakova
A1547,Emilio G. Ortíz-García
A1548,Emilio Maggio
A1549,Emilio Sanchis
A1550,Emilio Sanchis Arnal
A1551,Emily Hill
A1552,Emily Pitler
A1553,Emmanouil Pountourakis
A1554,Emmanuel Baccelli
A1555,Emmanuel Boutillon
A1556,Emmanuel Jaffrot
A1557,Emmanuel Ramasso
A1558,Emmanuel Sardis
A1559,Emmett Witchel
A1560,Encarna Segarra
A1561,Eneko Agirre
A1562,Eng Keong Lua
A1563,Enis Afgan
A1564,Enrico Bocchieri
A1565,Enrico Magli
A1566,Enrico Paolini
A1567,Enrique Henestroza Anguiano
A1568,Enyang Xu
A1569,Erez Zadok
A1570,Ergun Bicici
A1571,Eric Angel
A1572,Eric Bostrom
A1573,Eric D. Nelson
A1574,Eric Grivel
A1575,Eric Monfroy
A1576,Eric R. Muth
A1577,Eric Rignot
A1578,Eric Setton
A1579,Eric Sommerlade
A1580,Eric T. Psota
A1581,Erica Cooper
A1582,Erik C. Buehler
A1583,Erik G. Larsson
A1584,Erik Zeitler
A1585,Erika Müller
A1586,Erika Uno
A1587,Eris Chinellato
A1588,Erjia Yan
A1589,Ernesto Zimmermann
A1590,Ernst W. Biersack
A1591,Erwin Riegler
A1592,Erwin Van de Velde
A1593,Esad Micijevic
A1594,Esfandiar Haghverdi
A1595,Esther Koller-Meier
A1596,Esther Pacitti
A1597,Ethan Blanton
A1598,Etienne Mémin
A1599,Etienne Rivière
A1600,Ettore Ritacco
A1601,Eugene Charniak
A1602,Eugene Fink
A1603,Eugene J. Shekita
A1604,Eugenio Di Sciascio
A1605,Eugenio Magistretti
A1606,Eui Chul Lee
A1607,Eun Jung Kim
A1608,Eun-Jung Holden
A1609,Euro Blasi
A1610,Eustace Painkras
A1611,Eva Henriksen
A1612,Evan Welbourne
A1613,Evangelos Angelou
A1614,Evangelos Anifantis
A1615,Evangelos E. Papalexakis
A1616,Evangelos Karapanos
A1617,Evangelos Markakis
A1618,Evangelos P. Markatos
A1619,Evangelos Pallis
A1620,Evangelos S. Eleftheriou
A1621,Eve A. Riskin
A1622,Eve M. Schooler
A1623,Evert-Jan Baerends
A1624,Evgeniy Braginskiy
A1625,Evgeny A. Pavlov
A1626,Evgeny Bolotin
A1627,Evripidis Bampis
A1628,Eyal Posener
A1629,F. Catthoor
A1630,F. De Turck
A1631,F. F. Huang
A1632,F. Nageotte
A1633,F. de Asis Lopez-Fuentes
A1634,Fabian Franz
A1635,Fabian Hueske
A1636,Fabian Kuhn
A1637,Fabian M. Suchanek
A1638,Fabiano Hessel
A1639,Fabien Gravot
A1640,Fabien Mathieu
A1641,Fabio Cuzzolin
A1642,Fabio Gagliardi Cozman
A1643,Fabio Graziosi
A1644,Fabio Panzieri
A1645,Fabio Pianese
A1646,Fabio Pianesi
A1647,Fabio Picconi
A1648,Fabio Ramos
A1649,Fabio Ricciato
A1650,Fabio Solari
A1651,Fabio Vitale
A1652,Fabián E. Bustamante
A1653,Fabrice Labeau
A1654,Fabrizio Gagliardi
A1655,Fabrizio Guerrini
A1656,Fabrizio Silvestri
A1657,Fabrizio Vacca
A1658,Facundo Mémoli
A1659,Fadi Dornaika
A1660,Fady Draidi
A1661,Faisal Mahbub Chowdhury
A1662,Falko Dressler
A1663,Fambirai Takawira
A1664,Fan Bai
A1665,Fan Haijin
A1666,Fan Yang
A1667,Fan Zhou
A1668,Fang Kong
A1669,Fang Liu
A1670,Fang-Lan Huang
A1671,Fang-Sheng Lin
A1672,Fangju Wang
A1673,Fangyan Dong
A1674,Fangzhe Chang
A1675,Faramarz Fekri
A1676,Farhad Zarkeshvari
A1677,Farid Benbadis
A1678,Farid Flitti
A1679,Farid Harizi
A1680,Farimah Farahmandi
A1681,Farrokh Aminifar
A1682,Fatemeh Nazari
A1683,Fatima Farag
A1684,Fatma Özcan
A1685,Fawang Liu
A1686,Fawwaz T. Ulaby
A1687,Federico Quaglio
A1688,Fei Hao
A1689,Fei Peng
A1690,Fei Wu
A1691,Fei Xie
A1692,Fei Yan
A1693,Fei Ye
A1694,Fei Yuan
A1695,Felipe G. Magalhaes
A1696,Felipe Jiménez
A1697,Felix A. Fischer
A1698,Felix Brandt
A1699,Felix Naumann
A1700,Feng Guo
A1701,Feng Li
A1702,Feng Lin
A1703,Feng Qiu
A1704,Feng Wu
A1705,Feng Xiao
A1706,Feng Xue
A1707,Feng Zhao
A1708,Fengguang Tian
A1709,Fengyu Zhao
A1710,Fengyun Cao
A1711,Ferad Zyulkyarov
A1712,Ferda Ofli
A1713,Ferenc Szalai
A1714,Fernando Castor
A1715,Fernando Gielow
A1716,Fernando Pereira
A1717,Fernando Perez-Cruz
A1718,Ferran Julià
A1719,Filip Barac
A1720,Filip De Turck
A1721,Filippo Cugini
A1722,Filiz Bunyak
A1723,Flavia Sparacino
A1724,Florian Baumann
A1725,Florian Deissenboeck
A1726,Florian Dudouet
A1727,Florian Metzger
A1728,Florian Schintke
A1729,Florian Sikora
A1730,Floriano Scioscia
A1731,Florin Coras
A1732,Florin Isaila
A1733,Florin Pop
A1734,Floris Sluiter
A1735,Flávio Simões
A1736,Fok Hing Chi Tivive
A1737,Fortunato Santucci
A1738,Fragkiskos Sardis
A1739,Francesc Esteva
A1740,Francesc Tarres
A1741,Francesca D'Errico
A1742,Francesca Rossi
A1743,Francesca Vatta
A1744,Francesco Longo
A1745,Francesco Marra
A1746,Francesco Paolucci
A1747,Francesco Santini
A1748,Francesco Setti
A1749,Francesco Silvestri
A1750,Francesco Verde
A1751,Francis C. M. Lau
A1752,Francis R. Bach
A1753,Francisco Carreiro da Costa
A1754,Francisco Dantas
A1755,Francisco Guzmán
A1756,Francisco J. Vázquez-Araújo
A1757,Francisco José López Fraile
A1758,Francisco Rico-Novella
A1759,Franck Cappello
A1760,Franck Mamalet
A1761,Franco M. Luque
A1762,Franco Montagna
A1763,Franco Zambonelli
A1764,Frank Bellosa
A1765,Frank Hopfgartner
A1766,Frank J. Seinstra
A1767,Frank Lehrieder
A1768,Frank Mueller
A1769,Frank P. Ferrie
A1770,Frank R. Kschischang
A1771,Frank Slomka
A1772,Frank Sottile
A1773,Frank Tip
A1774,Frank van der Linden
A1775,Frank-Michael Schleif
A1776,Frantisek Brabec
A1777,François Faure
A1778,François Fouss
A1779,François Horlin
A1780,François Taïani
A1781,François Verdier
A1782,Fred Daneshgaran
A1783,Fred H. Hamker
A1784,Fred S. Annexstein
A1785,Frederic T. Chong
A1786,Frederick Ducatelle
A1787,Frederik Beuth
A1788,Fredrik Rusek
A1789,Freimut Bodendorf
A1790,Friedrich Eisenbrand
A1791,Fritz Lekschas
A1792,Fulvio Babich
A1793,Fulvio Melito
A1794,Fumihide Tanaka
A1795,Fumiko Satoh
A1796,Furu Wei
A1797,G V V Janardhan
A1798,G. Di Fiore
A1799,G. Konstantinidis
A1800,G. Susinder Rajan
A1801,G. von Laszewski
A1802,G.D. Forney
A1803,Gabor T. Herman
A1804,Gabriel Ditu
A1805,Gabriel Falcao
A1806,Gabriel H. Loh
A1807,Gabriel J. Escobar
A1808,Gabriel R. Bitran
A1809,Gabriel Zachmann
A1810,Gabriela Jacques-Silva
A1811,Gabriela Schütz
A1812,Gabriele Bavota
A1813,Gabriele Fanelli
A1814,Gabriele Tolomei
A1815,Gabrielle Allen
A1816,Gaetano Borriello
A1817,Gagan Agrawal
A1818,Gagan L. Choudhury
A1819,Gail C. Murphy
A1820,Gail Cowie
A1821,Gail Joon Ahn
A1822,Gajanana Krishna
A1823,Galen C. Hunt
A1824,Galit B. Yom-Tov
A1825,Gan Zheng
A1826,Gang Chen
A1827,Gang Kou
A1828,Gang Lv
A1829,Gang Pan
A1830,Gang Wang
A1831,Gang Xu
A1832,Gang Yao
A1833,Gang Ye
A1834,Gang Zhao
A1835,Gang Zheng
A1836,Gang Zhou
A1837,Gangqiang Zhao
A1838,Gangyi Ding
A1839,Gaogang Xe
A1840,Gaojie Chen
A1841,Gaoqi Dou
A1842,Gareth F. Kennedy
A1843,Gareth R. Barnes
A1844,Gareth Tyson
A1845,Garth A. Gibson
A1846,Gary J. Nutt
A1847,Gary McGraw
A1848,Gary Salzman
A1849,Gaurab Basu
A1850,Gaurav Aggarwal
A1851,Gaurav Raina
A1852,Gaurav Sharma
A1853,Gautam Kunapuli
A1854,Gautam Thatte
A1855,Ge PeiQi
A1856,Geber Ramalho
A1857,Gee-Sern Hsu
A1858,Gencai Chen
A1859,Geng Su
A1860,Genichiro Kikui
A1861,Gennaro Percannella
A1862,Geoff A. W. West
A1863,Geoffrey Blake
A1864,Geoffrey C. Fox
A1865,Geoffrey Canright
A1866,Geoffrey J. Byers
A1867,Geoffrey Ye Li
A1868,Geoffrey Zweig
A1869,Georg Carle
A1870,Georg Gottlob
A1871,Georg Lausen
A1872,Georg Schmidt
A1873,Georg Zeitler
A1874,George Bebis
A1875,George Buchanan
A1876,George Em Karniadakis
A1877,George Kamberov
A1878,George Kollios
A1879,George Mastorakis
A1880,George Michelogiannakis
A1881,George Parisis
A1882,George Saon
A1883,George T.-C. Chiu
A1884,George Varghese
A1885,George W. Fitzmaurice
A1886,Georges A. Darbellay
A1887,Georges Mariano
A1888,Georgia Albuquerque
A1889,Georgios Evangelopoulos
A1890,Georgios Kormentzas
A1891,Georgios Tzimiropoulos
A1892,Georgios Tziritas
A1893,Georgios Vasileiou
A1894,Ger Koole
A1895,Geraint Rees
A1896,Gerald Friedland
A1897,Gerard de Melo
A1898,Gerardo Canfora
A1899,Gerben Doornbos
A1900,Gerco Ballintijn
A1901,Gerd De Vos
A1902,Gerd Lanfermann
A1903,Gerd Richter
A1904,Gereon Weiss
A1905,Gergely Neu
A1906,Gerhard Fettweis
A1907,Gerhard Rigoll
A1908,Gerhard Sagerer
A1909,Gerhard Weikum
A1910,German Rigau
A1911,Germán Bordel
A1912,Germán Moltó
A1913,Gert Goossens
A1914,Gertjan J. Burghouts
A1915,Geyong Min
A1916,Gholamreza Anbarjafari
A1917,Giacinto Gelli
A1918,Giacomo Cabri
A1919,Giacomo Zambelli
A1920,Gianluca Antonini
A1921,Gianluigi Ferrari
A1922,Gianluigi Liva
A1923,Gianmarco De Francisci Morales
A1924,Gianni A. Di Caro
A1925,Gianvito Summa
A1926,Gideon S. Mann
A1927,Gidon Shavit
A1928,Gil Wiechman
A1929,Gilad Sharir
A1930,Gilbert Hendry
A1931,Gilbert Yammine
A1932,Gilles Fedak
A1933,Gin-Der Wu
A1934,Giorgio C. Buttazzo
A1935,Giorgio Panin
A1936,Giorgio Satta
A1937,Giovanna Varni
A1938,Giovanni Aloisio
A1939,Giovanni Branca
A1940,Giovanni Pini
A1941,Giovanni Poggi
A1942,Giovanni Schembra
A1943,Giovanni Toffetti
A1944,Giovanni Zappella
A1945,Girish Venkatasubramanian
A1946,Gitanjali Bhutani
A1947,Giuliano Casale
A1948,Giuliano Losa
A1949,Giuseppe Boccignone
A1950,Giuseppe Caire
A1951,Giuseppe Filograno
A1952,Giuseppe Lo Re
A1953,Giuseppe Manco
A1954,Giuseppe Mastronardi
A1955,Giuseppe Procaccianti
A1956,Gladis John
A1957,Glenford E. Mapp
A1958,Goce Trajcevski
A1959,Godmar Back
A1960,Gohar Vahdati
A1961,Gokhan Memik
A1962,Gopal Pandurangan
A1963,Gordon B. Bonan
A1964,Gordon Burtch
A1965,Gordon Wichern
A1966,Gourab Sen Gupta
A1967,Graeme Mitchison
A1968,Graeme S. Chambers
A1969,Graham Neubig
A1970,Grammati E. Pantziou
A1971,Greg Kevin Cohen
A1972,Greg Kowalski
A1973,Greg N. Frederickson
A1974,Greg O'Shea
A1975,Greg Seidman
A1976,Greg Welch
A1977,Gregor Maier
A1978,Gregor Snelting
A1979,Gregori Vázquez
A1980,Gregorij Kurillo
A1981,Gregory A. Koenig
A1982,Gregory F. Tracy
A1983,Gregory J. Rodin
A1984,Gregory L. Alexander
A1985,Gregory R. Ganger
A1986,Gregory Valiant
A1987,Grigorios Tsagkatakis
A1988,Grégory Rogez
A1989,Gu-In Kwon
A1990,Gualtiero Volpe
A1991,Guan Guan
A1992,Guang Dai
A1993,Guang Li
A1994,Guang Tan
A1995,Guang-Zhong Yang
A1996,Guanghui He
A1997,Guangsong Yang
A1998,Guangyan Huang
A1999,Guangyou Zhou
A2000,Guangyu Sun
A2001,Guangyue Han
A2002,Guangzhi Li
A2003,Guanzhong Liu
A2004,Guenter Schaefer
A2005,Guergana Savova
A2006,Guido Brunnett
A2007,Guido Masera
A2008,Guihai Chen
A2009,Guillaume Beslon
A2010,Guillaume Ferré
A2011,Guillaume Gravier
A2012,Guillaume Pierre
A2013,Guillaume Urvoy-Keller
A2014,Guillermo Gallego
A2015,Guiming He
A2016,Guna Seetharaman
A2017,Gunasekaran Seetharaman
A2018,Gunther Heidemann
A2019,Gunvor Elisabeth Kirkelund
A2020,Guo Dong
A2021,Guo Xian Tan
A2022,Guodong Zhou
A2023,Guofei Jiang
A2024,Guofeng Zhang
A2025,Guohong Cao
A2026,Guoliang Chen
A2027,Guolong Jiang
A2028,Guosen Yue
A2029,Guoshen Deng
A2030,Guowang Miao
A2031,Guruduth Banavar
A2032,Gustav Öquist
A2033,Gustavo Carneiro
A2034,Gustavo Deco
A2035,Gustavo Olague
A2036,Gustavo Sousa Pavani
A2037,Gwan Choi
A2038,Gwenn Englebienne
A2039,Gwo-Dong Chen
A2040,Gyanesh Chander
A2041,Gyu Bum Kyung
A2042,György Dán
A2043,Gérard Chollet
A2044,Gérard G. Medioni
A2045,Günther Pernul
A2046,H. Blom
A2047,H. De Man
A2048,H. El Gamal
A2049,H. M. N. Dilum Bandara
A2050,H. Ren
A2051,H. Soltau
A2052,H. Van Hamme
A2053,H. Vicky Zhao
A2054,H. Vincent Poor
A2055,H. W. Wang
A2056,H. van Vliet
A2057,H.V. Poor
A2058,Hachem Kadri
A2059,Hadi Larijani
A2060,Hadi Nobahari
A2061,Hadi Seyedarabi
A2062,Hadrien A. Clarke
A2063,Hae Jong Seo
A2064,Haewoon Kwak
A2065,Haeyong Chung
A2066,Hagai Aronowitz
A2067,Hagen Woesner
A2068,Hai An Vu
A2069,Hai Jiang
A2070,Hai Jin
A2071,Hai Liu
A2072,Hai Van Luu
A2073,Hai Zhao
A2074,Haibin Ling
A2075,Haibin Liu
A2076,Haibo Li
A2077,Haifeng Chen
A2078,Haifeng Yu
A2079,Haifeng Zhu
A2080,Haige Xiang
A2081,Haihua Chen
A2082,Haihua Xu
A2083,Haijing Wang
A2084,Haikun Liu
A2085,Haipeng Shen
A2086,Haiqiang Chen
A2087,Haiquan Wang
A2088,Haishu Tan
A2089,Haitao Mi
A2090,Haixun Wang
A2091,Haiyan Guan
A2092,Haiyan Luo
A2093,Haiyang Wang
A2094,Haiyong Xie
A2095,Haizhou Li
A2096,Hajime Machida
